,Movie,Reviewer,Publish,Review,Date,Score
151,THE FEAST,William Repass,Slant Magazine,"The Feast makes a stab at drawing out modern, very real anxieties around wealth disparity and ecological devastation without falling back on genre tropes, asking us to consider how the land itself may come to feast on the rich.",15/11/2021,62.5
152,THE FEAST,Dennis Schwartz,Dennis Schwartz Movie Reviews,Appealing slow-burn horror pic with a bloody ending.,12/11/2021,84.0
153,THE FEAST,Roger Moore,Movie Nation,"The ""surprise twist"" is a little surprising, but it tends to break the ""What the hell is she on about?"" mood of the piece.",06/11/2021,62.5
154,THE FEAST,Tom Beasley,Flickering Myth,Anybody willing to endure the methodical pace and studied weirdness of the first half will be treated to a cathartic final act which plays every card in the horror deck.,14/10/2021,60.0
155,WHEEL OF FORTUNE AND FANTASY,Carmen Paddock,The Skinny,"Wheel of Fortune and Fantasy engages through its infinite love for lost souls, and while watching it, the world feels smaller for two hours.",17/03/2022,100.0
156,WHEEL OF FORTUNE AND FANTASY,Freda Cooper,The People's Movies,"This fascinating trio of love stories, all affected by coincidences, perceptions and devilish twists of fate, is linked together with delicacy and subtlety. They may not always achieve complete resolution, but they do bring emotional satisfaction.",02/03/2022,80.0
157,WHEEL OF FORTUNE AND FANTASY,Hilary A White,Sunday Independent (Ireland),"This Berlin Grand Jury Prize-winner burns slowly but intriguingly across its chapters, with beautiful performances too.",17/02/2022,80.0
158,WHEEL OF FORTUNE AND FANTASY,Rich Cline,Shadows on the Wall,"Each chapter has a twist in the tale, and each is a lovely plea for self-acceptance, refusing to let society define who you are when it comes to love.",17/02/2022,80.0
159,WHEEL OF FORTUNE AND FANTASY,James Luxford,Dirty Movies,"In the small time each chapter is given, Wheel of Fortune and Fantasys quiet drama will leave a lasting impression.",17/02/2022,80.0
160,WHEEL OF FORTUNE AND FANTASY,Saskia Baron,The Arts Desk,"The respect given to the audience is demonstrated in the absence of clunky exposition. We sit down in the dark and, once there, make what we will of these elliptical tales.",14/02/2022,100.0
161,WHEEL OF FORTUNE AND FANTASY,Edward Porter,Sunday Times (UK),"Even if you found the conversations in the three-hour Drive My Car a bit too extensive, this varied selection of dialogues might engage you.",13/02/2022,80.0
162,WHEEL OF FORTUNE AND FANTASY,Wendy Ide,Observer (UK),"This female-led triptych of stories, with its deft, empathetic camerawork and intimate, intricately crafted character sketches, is a minor masterpiece in its own right.",13/02/2022,80.0
163,WHEEL OF FORTUNE AND FANTASY,Cathy Brennan,VODzilla.co,This is emotionally astute filmmaking of the highest order. Wheel of Fortune and Fantasy is an aching reminder of our own humanity and the people we share that humanity with.,12/02/2022,90.0
164,WHEEL OF FORTUNE AND FANTASY,Ed Potton,Times (UK),"The stories feed into each other, helped by some subtle writing and restrained performances, and the drama slowly deepens.",11/02/2022,80.0
165,WHEEL OF FORTUNE AND FANTASY,Leslie Felperin,Financial Times,"The conceit is simple, but it’s pulled off so flawlessly here it feels like a story you’ve always known written by Hamaguchi’s beloved Anton Chekhov.",10/02/2022,80.0
166,WHEEL OF FORTUNE AND FANTASY,Trevor Johnston,Little White Lies,The brief spotlight on these tangled lives leaves us to fill in the bigger picture for ourselves.,10/02/2022,80.0
167,WHEEL OF FORTUNE AND FANTASY,Jake Cunningham,Empire Magazine,"If not Hamaguchi’s best, this is a gracefully performed and expertly detailed collection of stories, revealing the delicate and unassuming magic to be found in simple conversation.",09/02/2022,80.0
168,WHEEL OF FORTUNE AND FANTASY,Adam Solomons,HeyUGuys,Ryusuke Hamaguchis three-part soap opera is a timely reflection on modernity packed with wonderful performances.,07/02/2022,80.0
169,WHEEL OF FORTUNE AND FANTASY,John Beifuss,"Commercial Appeal (Memphis, TN)",Hamaguchi manifests his ideas with images that are as uncluttered and direct as his stories are rich and his characters complex.,03/02/2022,100.0
170,WHEEL OF FORTUNE AND FANTASY,Philip De Semlyen,Time Out,"Hamaguchis greatest gift is in wringing intense emotion from each moment, with meticulous blocking and careful camerawork that guides his characters towards and away from each other.",03/02/2022,80.0
171,WHEEL OF FORTUNE AND FANTASY,Leo Brady,AMovieGuy.com,Wheel of Fortune and Fantasy is an emotionally resonant and beautifully therapeutic piece of cinema.,01/02/2022,100.0
172,WHEEL OF FORTUNE AND FANTASY,Matt Brunson,Film Frenzy,An anthology film examining the connections we make and the ones we miss.,29/01/2022,75.0
173,WHEEL OF FORTUNE AND FANTASY,Christopher Llewellyn Reed,Film Festival Today,"The concluding narrative is so perfect that it leaves us profoundly satisfied, largely making up for the movie's previous flaws.",18/01/2022,75.0
174,WHEEL OF FORTUNE AND FANTASY,Roger Moore,Movie Nation,"There's a naturalism to the performances, the parameters of conversation and ""real time"" in these films that is both unique and a tad maddening.",15/01/2022,62.5
175,WHEEL OF FORTUNE AND FANTASY,Tim Brayton,Alternate Ending,Does this thing quite extraordinarily well.,14/01/2022,70.0
176,WHEEL OF FORTUNE AND FANTASY,Laura Clifford,Reeling Reviews,a great introduction to Hamaguchi...an original anthology that won the Silver Bear at the Berlin Film Festival. The film features an exceptional ensemble working with Hamaguchi's playful yet insightful script,12/01/2022,89.0
177,WHEEL OF FORTUNE AND FANTASY,Patrick McDonald,HollywoodChicago.com,"Defines an ardent & continuous spinning wheel of connection, & dir Hamaguchi delivers the air of our being & what ultimately makes us tick. A marvelous fever dream of a film.",30/12/2021,100.0
178,WHEEL OF FORTUNE AND FANTASY,Dennis Schwartz,Dennis Schwartz Movie Reviews,It's a wonderfully observant bittersweet film that tenderly expounds on the flaws of its vulnerable heroines.,28/12/2021,79.0
179,WHEEL OF FORTUNE AND FANTASY,Jeffrey M. Anderson,Combustible Celluloid,"Hamaguchi's patient, observant style works wonders with these short tales, each of which unfolds in only a couple of crucial scenes, but are allowed to linger.",23/12/2021,87.5
180,WHEEL OF FORTUNE AND FANTASY,Mark Schilling,Japan Times,"Shows us how fiction can tell deeper truths than fact and how one kind deed can power us through life, in all its beauty, terror and mystery.",13/12/2021,90.0
181,WHEEL OF FORTUNE AND FANTASY,Walter Chaw,Film Freak Central,"[Ryusuke] Hamaguchi's movies are a form of communion--that is to say, a connection that touches on profundity.",13/12/2021,100.0
182,WHEEL OF FORTUNE AND FANTASY,Mariona Borrull,Fotogramas,"Ryûsuke Hamaguchi's films teach us, time and again, to be fascinated by a world that is already fantastic. [Full review in Spanish]",16/11/2021,100.0
183,WHEEL OF FORTUNE AND FANTASY,Steven Prokopy,Third Coast Review,"Each story in this triptych is intelligently and warmly written, even when things get heated at times, with no weak links among the three.",15/11/2021,87.5
184,WHEEL OF FORTUNE AND FANTASY,Robert Horton,The Scarecrow,"This is a glorious movie, one of the year's best.",12/11/2021,100.0
185,WHEEL OF FORTUNE AND FANTASY,Randy Myers,San Jose Mercury News,"This is a film you surrender to, appreciating every move as it reminds you of past loves and regrets.",04/11/2021,100.0
186,WHEEL OF FORTUNE AND FANTASY,Jenny Nulf,Austin Chronicle,"Hamaguchi has a beautiful outlook on mistakes and the complex emotions that make up humanity, and his tenderness toward each character he brings to life makes him one of the best storytellers working today.",28/10/2021,70.0
187,WHEEL OF FORTUNE AND FANTASY,Sara Clements,Next Best Picture,"Three different stories woven perfectly together through the themes of connection and the power of conversation. The dialogue is superb, some of the year's best work.",16/10/2021,80.0
188,WHEEL OF FORTUNE AND FANTASY,Avi Offer,NYC Movie Guru,"A mildly engaging and uneven, yet quietly moving and understated anthology.",15/10/2021,70.001
189,WHEEL OF FORTUNE AND FANTASY,Michael J. Casey,Michael J. Cinema,Hamaguchi's imagination running wild with simple encounters.,15/10/2021,80.0
190,WHEEL OF FORTUNE AND FANTASY,Natalia Keogan,Paste Magazine,Wheel of Fortune and Fantasy cuts to the chase in a way that's quaintly quirky-and never dull to watch unfold.,15/10/2021,85.0
191,WHEEL OF FORTUNE AND FANTASY,Robert Kojder,Flickering Myth,"These conversations begin simple enough, constantly evolving into something profoundly socially layered. Each story is brilliantly written and subtly powerful analyzing human behavior",15/10/2021,80.0
192,WHEEL OF FORTUNE AND FANTASY,Filipe Freitas,Always Good Movies,"If you have a thirst for a pleasurable and quirky love story, this one offers you three refreshing gulps.",15/10/2021,80.0
193,WHEEL OF FORTUNE AND FANTASY,James Hanton,The Indiependent,"""A charged, naturalistic and at times strange drama made of three distinct acts, all culminating in surprisingly gripping stories of love, betrayal, and hurt.""",13/10/2021,80.0
194,WHEEL OF FORTUNE AND FANTASY,Lawrence Garcia,AV Club,Arguably the most concerted expression of Hamaguchi's artistic preoccupations to date.,12/10/2021,79.0
195,WHEEL OF FORTUNE AND FANTASY,Weiting Liu,One Room With A View,"A mysterious, nuanced, and ultimately therapeutic viewing experience that flirts with our emotions and then leaves us feeling content about simply being human.",12/10/2021,80.0
196,WHEEL OF FORTUNE AND FANTASY,Odie Henderson,RogerEbert.com,"As with any anthology series, some parts work better than others. But even when the quality dips slightly, we remain consistently intrigued.",11/10/2021,87.5
197,WHEEL OF FORTUNE AND FANTASY,Shaun Munro,Flickering Myth,"As Ryusuke Hamaguchi's engrossing triptych indulges seemingly implausible coincidences and unlikely twists of fate, it also impressively teases out the inner humanity of its characters.",11/10/2021,70.0
198,WHEEL OF FORTUNE AND FANTASY,Jared Mobarak,Jaredmobarak.com,"Some moments carry the emotional weight that's scarred us all, some surprise with a knowing wink of humorous intent, and others prove undeniably charming in their earnestness.",11/10/2021,90.0
199,WHEEL OF FORTUNE AND FANTASY,Ron Wilkinson,It's Just Movies,"Themes of betrayal, sex and power are shifted amongst a sea of half remembered events and faces that reassure even as they confuse.",05/10/2021,70.0
200,WHEEL OF FORTUNE AND FANTASY,Frank J. Avella,Edge Media Network,"The film asks fascinating questions about destiny and how the decisions we make shape not just ours, but those we interact with, as well.",23/09/2021,79.0
201,WHEEL OF FORTUNE AND FANTASY,Miguel Muñoz Garnica,El antepenúltimo mohicano,"The network of coincidences, mistakes and connections that Hamaguchi unites here is something worth experiencing. [Full review in Spanish]",07/04/2021,100.0
202,WHEEL OF FORTUNE AND FANTASY,James Mottram,South China Morning Post,"Delicately written and deeply thought-provoking, Hamaguchi's anthology feels like it's been adapted from a novel, such is the exquisite nature of the characterisation.",17/03/2021,80.0
203,WHEEL OF FORTUNE AND FANTASY,Rory O'Connor,The Film Stage,It may be [Hamaguchi's] finest film yet.,17/03/2021,94.0
204,WHEEL OF FORTUNE AND FANTASY,Chuck Bowen,Slant Magazine,"Ryûsuke Hamaguchi's film is an alternately scathing, erotic, terrifying, and affirming fable of the primordial power of storytelling.",09/03/2021,87.5
205,WHEEL OF FORTUNE AND FANTASY,David Ehrlich,indieWire,"It's the difference between a periscope and a panorama, as Hamaguchi's tunnel vision liberates his characters from the pedantry of everyday logic.",06/03/2021,84.0
206,WHEEL OF FORTUNE AND FANTASY,Nicholas Bell,IONCINEMA.com,"Wheel of Fortune and Fantasy is another aching, beautiful film from Hamaguchi, and plays like the visualization of an obscure literary collection begging for rediscovery.",06/03/2021,80.0
207,WHEEL OF FORTUNE AND FANTASY,Peter Bradshaw,Guardian,"This trio of stories is elegant and amusing, with a delicacy of touch and real imaginative warmth.",05/03/2021,80.0
208,DAVID BYRNE'S AMERICAN UTOPIA,Leigh Paatsch,Herald Sun (Australia),Magnificent stuff.,26/11/2020,90.0
209,SENSATION,Rob Rector,Film Threat,"There's still much to admire with Sensation, despite its flaws.",19/05/2021,60.0
210,SENSATION,Rich Cline,Shadows on the Wall,"There's no thematic depth in the story or characters, so it's watchable without being very involving.",22/04/2021,50.0
211,SENSATION,Allen Adams,The Maine Edge,"Sensation wants to be a deep movie...[but] those depths rapidly become shallower and shallower until we're left splashing in puddles. Ultimately, the only sensation you'll get from this film is mild disappointment.",21/04/2021,40.0
212,SENSATION,Jennie Kermode,Eye for Film,It's quite probable that everyone involved with this is lovely and really didn't mean for it to turn out so badly.,15/04/2021,20.0
213,SENSATION,Phil Hoad,Guardian,Aims for lofty metaphysical heights but trips over its own feet.,13/04/2021,40.0
214,SENSATION,Roger Moore,Movie Nation,"A drabber-than-drab DNA-driven ""special"" people fantasy",13/04/2021,25.0
215,RED SNOW,Dennis Schwartz,Dennis Schwartz Movie Reviews,A holiday gift for vampire lovers who can't get enough of these bloody films no matter how far they go off the reservation.,26/12/2021,74.0
216,RED SNOW,Roger Moore,Movie Nation,"I like what they were going for here, as obvious as it seems. Nice try.",24/12/2021,37.5
217,RED SNOW,Bobby LePire,Film Threat,Red Snow is a lot of fun.,06/12/2021,80.0
218,RED SNOW,Cath Clarke,Guardian,Some scenes leave you wondering: is this intentionally naff or just a bit wooden?,30/11/2021,40.0
219,RED SNOW,Martin Unsworth,Starburst,"There's a great balance between the comedic elements and the threat, and the fact it works so well while weighing heavier on the former is a credit to Lynch.",09/09/2021,80.0
220,RED SNOW,Jennie Kermode,Eye for Film,"The result is a film which, whilst modest in its ambitions, delivers well. It's unlikely to enjoy the success of indulgent fantasies like Twilight, but it's smart, funny and a solid piece of entertainment.",03/09/2021,60.0
221,RED SNOW,Kat Hughes,THN,"A fun fusion of The Lost Boys, True Blood and Die Hard, Red Snow is the Christmas vampire movie that you never knew you needed.",27/08/2021,80.0
222,RED SNOW,Sarah Musnicky,Nightmarish Conjurings,"It features a premise that'll grip you, especially if you're a lover of supernatural romance fiction. Silly comfort food for the soul, even if a bit underdeveloped.",08/05/2021,50.0
223,RED SNOW,Terry Mesnard,Gayly Dreadful,"...while I enjoyed some parts and Dennice Cisneros gives a campy and entertaining performance, Red Snow is too messy and underdeveloped to uniformly recommend.",16/04/2021,40.0
224,JUNE AGAIN,Carey-Ann Pawsey,Orca Sound,The situation of dementia and how it affects a family is realistically and with a little humour depicted here.,18/01/2022,60.0
225,JUNE AGAIN,Pamela Powell,Reel Honest Reviews,"""June Again"" finds all the right notes to tell a story of love in unexpected ways.",15/01/2022,87.5
226,JUNE AGAIN,Dennis Schwartz,Dennis Schwartz Movie Reviews,Pleasing comedy and drama that cuts at your heartstrings.,08/01/2022,74.0
227,JUNE AGAIN,Roger Moore,Movie Nation,"Winlove is content to keep his story simple and leave the film in the hands of an actress who makes June not just pitiful and sympathetic, but a real piece of work",06/01/2022,62.5
228,JUNE AGAIN,Richard Crouse,Richard Crouse,"There are moments of emotional manipulation but the strong cast, particularly Hazlehurst and Karvan, defy stereotypes and subvert the movie's more predictable twists.",06/01/2022,60.0
229,JUNE AGAIN,Peter Gray,The AU Review,Despite a rather sunny marketing campaign - the poster alone evokes feelings of joy - June Again is a far more emotionally devastating feature than audiences may be expecting.,20/12/2021,70.0
230,JUNE AGAIN,Jane Freebury,The Canberra Times (Australia),"Despite a sentimental strand to the resolution that it just did not need, this take on dementia and its impact on family members is inventive, funny and insightful",13/09/2021,80.0
231,JUNE AGAIN,Mel Campbell,ScreenHub,Captures something satisfying amid the bittersweet knowledge of life's impermanence: that self-knowledge and care for others make it worth living.,25/05/2021,80.0
232,JUNE AGAIN,Paul Byrnes,Sydney Morning Herald,"The film has its rewards, mostly to do with Hazlehurst's luminous performance, but it could have been a contender.",13/05/2021,60.0
233,JUNE AGAIN,Matthew Toomey,ABC Radio (Australia),A feel-good movie about dementia? June Again is a winner.,12/05/2021,84.0
234,JUNE AGAIN,Graeme Tuckett,Stuff.co.nz,"June Again finds a hellishly fine line between the comedic and romanticised - and a sporadically quite bruising exploration of what dementia can wreak on an individual, and then on the people who love them.",06/05/2021,70.0
235,SEE FOR ME,Joe Lipsett,Horror Queers Podcast,A lean and taunt thriller that succeeds primarily because of the well laid geography of the house and newcomer Skyler Davenport's committed performance. The film just needs a stronger third act to really sell it.,09/03/2022,70.0
236,SEE FOR ME,Brian Eggert,Deep Focus Review,"Watchable late-night fare that, yes, looks perhaps too familiar to the movies that inspired it but remains a worthwhile entertainment nonetheless.",25/02/2022,62.5
237,SEE FOR ME,Lee McCoy,DrumDums,"The villains might be the dumbest to grace the silver screen in years, but thankfully the ""blind home invasion"" premise works, with effective performances from Skyler Davenport and Jessica Parker Kennedy.",13/02/2022,65.0
238,SEE FOR ME,Tyler Doupe,Dread Central,See for Me is a tense affair that keeps the audience guessing until the bitter end.,01/02/2022,80.0
239,SEE FOR ME,Jackie K. Cooper,jackiekcooper.com,Enough twists and turns to keep me hanging in there all the way.,28/01/2022,60.0
240,SEE FOR ME,Ferdosa Abdi,Screen Rant,"See For Me is an exciting home invasion thriller that dares to challenge viewers with a complicated lead, even if it somewhat fumbles the execution.",21/01/2022,60.0
241,SEE FOR ME,Kat Hughes,THN,"A fresh and entertaining, dread infused and darkly laced home invasion chiller.",17/01/2022,80.0
242,SEE FOR ME,Erik Childress,eFilmCritic.com,A clever attempt to update Wait Until Dark is undermined by uninspired suspense sequences and an unpleasant lead character that we might sooner play the bad connection card on than care to help.,14/01/2022,50.0
243,SEE FOR ME,Sara Michelle Fetters,MovieFreak.com,See for Me works. It's an entertaining little thriller featuring two strong lead performances and chilling sequences overflowing in suspense.,13/01/2022,75.0
244,SEE FOR ME,Richard Crouse,Richard Crouse,"We've seen several of these elements before, the sensory loss, the first-person shooter shtick and the home invasion angle, but director Randall Okita brings them together in a persuasive package.",13/01/2022,70.0
245,SEE FOR ME,Alan Zilberman,Spectrum Culture,"It is a minor miracle that, for as implausible as the movie can sometimes get, the willingness to suspend disbelief remains more constant than the material initially suggests.",12/01/2022,70.0
246,SEE FOR ME,Trace Thurman,Horror Queers Podcast,Doesn't exactly reinvent the wheel but there are plenty of unexpected plot developments to keep you invested.,11/01/2022,70.0
247,SEE FOR ME,Jude Dry,indieWire,"""See for Me"" wastes no frame in its brisk 92 minute running time, it's a tightly-wound thriller propelled by enough turns that you won't want to miss a beat.",10/01/2022,84.0
248,SEE FOR ME,Kevin A. Ranson,MovieCrypt.com,"While a straightforward plot might have been interesting enough, the main character's motivation adds an untypical darker layer, elevating standard fare into an imperfect standout feature worth talking about.",09/01/2022,75.0
249,SEE FOR ME,Jeffrey Lyles,Lyles' Movie Files,See For Me emerges as an early 2022 standout thanks to a clever premise and a breakout performance from lead Skyler Davenport.,09/01/2022,90.0
250,SEE FOR ME,Jonathon Wilson,Ready Steady Cut,There are so many smart ways in which this gimmick could have been used that it's profoundly disappointing to see how few the film comes up with.,08/01/2022,50.0
251,SEE FOR ME,Steven Prokopy,Third Coast Review,"See For Me may not change the home-invasion thriller game completely, but it does give us a few new, much-appreciated pieces to play with for the time being.",07/01/2022,62.5
252,SEE FOR ME,Ignatiy Vishnevetsky,AV Club,"Before long, anyone who's seen far too many thrillers will begin composing a mental list of missed opportunities.",07/01/2022,69.0
253,SEE FOR ME,Jonathan W. Hickman,The Newnan Times-Herald,"""See For Me"" gives us recognizable elements while innovating enough to set the film apart from other ""Don't Breathe"" clones.",07/01/2022,60.0
254,SEE FOR ME,Jennie Kermode,Eye for Film,"A beautifully self-contained, self-sufficient little film.",07/01/2022,80.0
255,SEE FOR ME,Chris Knight,National Post,A frightfully delightful game of cat and mouse awaits those who tune in to See For Me.,07/01/2022,80.0
256,SEE FOR ME,James Verniere,Boston Herald,Home Alone-style thriller See for Me features terrific performance by visually-impaired actor Skyler Davenport as young blind woman fighting intruders.,07/01/2022,84.0
257,SEE FOR ME,Peter Sobczynski,RogerEbert.com,"A movie that never quite manages to live up to its intriguing concept, thanks mostly to a couple of key creative decisions that undercut any chance for real emotional involvement.",07/01/2022,50.0
258,SEE FOR ME,Frank Swietek,One Guy's Opinion,"Adds some nice twists to a rather shopworn premise, but not quite enough.",07/01/2022,69.0
259,SEE FOR ME,Mark Dujsik,Mark Reviews Movies,[M]atters become just a bit too convoluted and contrived for this confined story's own good.,07/01/2022,62.5
260,SEE FOR ME,Mike McGranaghan,Aisle Seat,The movie is a fast-paced ride that lets you forget how improbable its events are while you watch it.,06/01/2022,75.0
261,SEE FOR ME,Matt Donato,Paste Magazine,"See for Me positions itself as an unfair tale of ""easy target versus evil men,"" but highlights its strongest material when valuing people beyond their disabilities.",06/01/2022,70.0
262,SEE FOR ME,Adam Graham,Detroit News,"Sadly, there's nothing to see here.",06/01/2022,59.0
263,SEE FOR ME,Nick Rogers,Midwest Film Journal,"For all of its first-act promise and admirable approach to representation by casting Skyler Davenport (who gives a strong performance), ""See For Me"" becomes tangled up in all the traditional tropes by the end - including monumentally dumb thieves.",06/01/2022,50.0
264,SEE FOR ME,Dennis Schwartz,Dennis Schwartz Movie Reviews,A well-executed home invasion thriller that has its not so perfect blind heroine dealing with a thief.,06/01/2022,74.0
265,SEE FOR ME,Randy Myers,San Jose Mercury News,"Okita puts a new engine into the chugging home-invasion thriller genre, giving this effort visual flair and style.",06/01/2022,75.0
266,SEE FOR ME,Nate Adams,The Only Critic,"""See For Me"" might lack the tension necessary to overcome a muffled start and cheesy conclusion, but watching Davenport own the screen creates a fulfilling experience.",05/01/2022,74.0
267,SEE FOR ME,Edward Douglas,The Weekend Warrior,"See For Me isn't a bad thriller, although it's also nothing particularly groundbreaking either... its taut 90-minute runtime keeps it entertaining.",05/01/2022,65.0
268,SEE FOR ME,Peter Gray,The AU Review,The main ace See For Me has up its sleeve is in lead Skyler Davenport,05/01/2022,70.0
269,SEE FOR ME,Brian Orndorf,Blu-ray.com,"Provides a different understanding of the usual home invasion threat, delivering an inspired rethinking of jeopardy and teamwork.",05/01/2022,79.0
270,SEE FOR ME,Brent McKnight,The Last Thing I See,"Even if f See for Me looks a bit familiar, at the bare minimum, the film delivers a taut, brisk, twisty home invasion thriller with a unique perspective and inventive tweaks.",04/01/2022,79.0
271,SEE FOR ME,Robert Kojder,Flickering Myth,"Sophie is as capable as she is vulnerable, demonstrating that Skyler Davenport is a fine up-and-coming talent during both dramatic and action beats, and most importantly, regardless of disability",03/01/2022,60.0
272,SEE FOR ME,Laura Clifford,Reeling Reviews,Debuting feature screenplay writers Adam Yorke and Tommy Gushue reshuffle a bunch of genre clichés so that their deck comes out just off kilter enough to keep us interested by defying expectations,03/01/2022,69.0
273,SEE FOR ME,Roger Moore,Movie Nation,"If there's a better recent piece of cinematic plot problem-solving than (this), I must've missed it.",03/01/2022,75.0
274,SEE FOR ME,Harvey S. Karten,Shockya.com,A home invasion pic with a twist: the blind victim gets instrucions through her iPhone on how to get rid of an intruderl,02/01/2022,84.0
275,SEE FOR ME,Joel Harley,Starburst,Randall Okita's home invasion thriller treads little new ground - it's The Call by way of Panic Room - but boasts an interesting set of heroes and villains.,13/12/2021,60.0
276,SEE FOR ME,Jonathan DeHaan,Nightmare on Film Street,"So few films these days are built on a bedrock of suspense and while See For Me may retread some of your existing favorites, those tropes and those setpieces are never not a kickass night at the movies.",25/06/2021,75.0
277,SEE FOR ME,Matthew Passantino,Film Threat,"See for Me, for its familiarity, offers enough thrills to merit seeking out.",21/06/2021,70.0
278,SEE FOR ME,Matt Hudson,What I Watched Tonight,Had great potential but begins to unravel once the action and actual home invasion begin leading to a disappointing finale and a nagging sense of 'what could have been'.,17/06/2021,50.0
279,SEE FOR ME,John Fink,The Film Stage,"A home invasion thriller with a few predictable twists and turns, See For Me has an intriguing concept that could have transcended the boundaries of a well-worn genre.",16/06/2021,64.0
280,SEE FOR ME,Meagan Navarro,Bloody Disgusting,"It's a simple story that's stunningly executed. It perhaps wraps up a bit too tidily, but Sophie's flaws and the moral complications they create add distinct layers to this well-crafted and propulsive thriller.",15/06/2021,70.0
281,SEE FOR ME,Brent Hankins,The Lamplight Review,"See For Me plays fast and loose with genre conventions, eschewing them at key points and embracing them elsewhere. [It] injects fresh life into a shopworn formula, and that's enough reason to give it a chance.",15/06/2021,60.0
282,A HERO,Rich Cline,Shadows on the Wall,Iranian master Asghar Farhadi continues to take a nuanced approach toward morality with this striking drama about justice.,13/01/2022,80.0
283,SEE FOR ME,Shikhar Verma,High on Films,"See for Me manages to subvert the pathos of the home-invasion genre by playing into the moral complexities of its characters. In doing so, it provides an immersive experience, in spite of a lack of subtlety and familiar narrative turns.",15/06/2021,50.0
284,A HERO,Marya E. Gates,Crooked Marquee,"Farhadi builds a complex ensemble cast showcasing how honor and respectability in this community do not just affect one person, but their entire extended family as well.",23/02/2022,94.0
285,A HERO,Grace Han,Asian Movie Pulse,"Loaded with a beautifully subtle storyline and an irresistible cast of characters, this film is sure to see more accolades throughout the rest of the fest season... Farhadi, as usual, cuts deeper than the surface.",22/02/2022,90.0
286,A HERO,Dennis Schwartz,Dennis Schwartz Movie Reviews,Wonderful thriller.,22/02/2022,84.0
287,A HERO,Jason Fraley,"WTOP (Washington, D.C.)","It ranks as my third favorite from Iranian filmmaker Asghar Farhadi, behind his Oscar-winning masterpieces A Separation (2011) and The Salesman (2016), but its still a master in top form.",19/02/2022,80.0
288,A HERO,Sean P. Means,The Movie Cricket,"Farhadis deceptively calm shooting style allows the strong ensemble cast to shine as they move through some quietly intense scenes of confrontations, verbal and physical.",13/02/2022,100.0
289,A HERO,Brian Eggert,Deep Focus Review,The director challenges viewers who like easy answers or clear ethical codes by introducing snags into straightforward situations.,11/02/2022,75.0
290,A HERO,Joanne Laurier,World Socialist Web Site,A Hero ... begins as a simple tale that ultimately expands into a drama full of ambiguities and complexities. It focuses on the lower echelons of Iranian society.,11/02/2022,100.0
291,A HERO,Mark Johnson,Awards Daily,What feels like a simple narrative on the surface quickly becomes a much more complex satire about honesty and honor.,10/02/2022,70.0
292,A HERO,Lynn Venhaus,Webster-Kirkwood Times,"A smart, perceptive filmmaker, Farhadi tackles the complexities of morality in his home country, for the lines drawn arent always so definitive, but it is that universality that grabs us.",05/02/2022,94.0
293,A HERO,Filipe Freitas,Always Good Movies,A shattering experience that doesn't stint on uncomfortable scenes.,31/01/2022,80.0
294,A HERO,Robert Levin,Newsday,"A Hero is not the most essential Asghar Farhadi movie, but its best qualities exemplify what makes him such an important filmmaker.",29/01/2022,75.0
295,A HERO,Keith Garlington,Arkansas Democrat-Gazette,Farhadi unwraps it all without ever passing judgment or looking down on his characters. His eye-level storytelling enables us to understand every key player and grasp their points of view. He then counts on his audience to be the final judge.,28/01/2022,90.0
296,A HERO,Sonny Bunch,The Bulwark,"Farhadi has, interestingly, made a film about the absolutely concrete nature of truth. Truth is not slippery; truth is hard and fast.",28/01/2022,75.0
297,A HERO,Susan Kamyab,Irving Television,"Farhadi continues to keep audiences on the edge of their seats, as he constructs an intricate story that powerfully showcases manipulation through social media.",24/01/2022,100.0
298,A HERO,Russ Simmons,KKFI-FM (Kansas City),"""A Hero"" is an intelligent, realistic, and thought-provoking movie from a master of his craft.",22/01/2022,80.0
299,A HERO,Susan Granger,www.susangranger.com,Asghar Farhadi's subtly suspenseful drama thriller.,22/01/2022,70.0
300,A HERO,Allen Almachar,The MacGuffin,This is filmmaking at its best.,22/01/2022,100.0
301,A HERO,Ty Burr,Ty Burr's Watch List,"Farhadi works in a key of wide-screen realism, the better to let everyone have their say.",22/01/2022,87.5
302,A HERO,Chris Knight,National Post,"Farhadi excels in these kinds of stories, where morality appears pure as the sun until suddenly a cloud moves in. A Hero closely examines the question of what drives us to do good. Is it fear of punishment, hope of reward, or -- just because?",21/01/2022,100.0
303,A HERO,Lisa Trifone,Third Coast Review,"A Hero isn't about one man overcoming his own nature to become something new...the film's ending is bittersweet, but inevitable.",21/01/2022,100.0
304,A HERO,Rob Thomas,"Capital Times (Madison, WI)","Unlike a noir thriller, there are no heroes or villains, just ordinary people whose interests sometimes align and sometimes clash.",21/01/2022,75.0
305,A HERO,Jeff Mitchell,Phoenix Film Festival,Farhadi wraps this bold story with tangled nuance and tightens his grip.,21/01/2022,87.5
306,A HERO,Ray Pride,Newcity,"The legalistic tangle is arcane to non-Iranian eyes, and some complications approach contrivance, but Farhadi makes it the stuff of near-unbearable tension.",21/01/2022,90.0
307,A HERO,Frank J. Avella,Awards Daily,The director knows how to stage these amazing scenes that show just how people behave when they feel their back is up against a wall and how little white lies can bite one on the ass.,21/01/2022,89.0
